Belladona,Rtside LyingdownColdHaircut,fullnessFHoccTemp,,foreheadOcciputTempleFullness,,fullnessFHoccTEMP,,,betterPressureSemiErectPosition,fallLeftBackwards,,,BoreIntoPillowRollSideTosideDrawBack,headacheSuppCatarrahlFlow,,,sensitiveLTrobbHeatPalipitationReverbarate,,,,,,,SuddenCrymoaning,,fullnessFHoccTemp,,hairsplitheadacheHaircut,,,,,,,,,,,,,KaliCarbonicum,small back feel weak stiffness paralytic,burning spine,,,stitches kidneys region and right scapula,sever backache during pregnency after abortion,,,,,lumbago lumbar pain sudden sharp pain extend up down back and to thighs,,,,,,,,,,,,pain nates thighs hip joint,,hip disease,,,,,,,KaliCarbonicum,small back feel weak stiffness paralytic,burning spine,,,stitches kidneys region and right scapula,sever backache during pregnency after abortion,,,,,lumbago lumbar pain sudden sharp pain extend up down back and to thighs,,,,,,,,,,,,pain nates thighs hip joint,,hip disease,,,,,,,Chelidonium,,,,,,menses too late too profuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pain across pelvis,from hip to hip",,,,,,,,,,,,Pain immediately before menses,"after pains,great sensitiveness and intolerence pain"
Bellisperennis,,fromOCCtoTopHead,,feelContracted,,,,,itchscalpworseHotbathBed,in elderlyPeople,,occFHtopheadScalp,,,,,,,,,,,,,,bruisedSore,,itcharoundAndBackWorsehotbathAndBed,,,,,,,,,,,,,Kalmia Latifolia,pain down back asif it would break in local region spine,,,,,,,pain neck down arm,,upper three dorsal extend to shoulder blade,,,,,,,,,,,,,,through shoulders,,,,,,lumbar pains of nervous origin,,Kalmia Latifolia,pain down back asif it would break in local region spine,,,,,,,pain neck down arm,,upper three dorsal extend to shoulder blade,,,,,,,,,,,,,,through shoulders,,,,,,lumbar pains of nervous origin,,ChimaphilaUmbellata,,,,"painfull tumor,undue secration milk,rapid atrophy breasts","labia inflamed,swell, pain vagina",,,,,,no or not ulcerated breast,,,,"women large breasts, tumor in mamary gland with sharp pain through it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzenumCoalNaptha,Rtsideheadache,,,frontalToRootNoseheadache,,,,,,dizzy,,FhnoseRtSideBelowUp,,headachefrontalToRootnose,,,tirednervouspainBelowUpSenseFallBedFloor,,,,,,,pressingFeelHead,,pressFeelHead,,,,,,,,,,,,,,,Kreosotum,dragging backache extend genitals and down thighs,,,,,,,,,,,,,,,,,,,great debility,,,,,,,,,,,,Kreosotum,dragging backache extend genitals and down thighs,,,,,,,,,,,,,,,,,,,great debility,,,,,,,,,,,,CimexAcanthia,,shooting pain from vagina up towards left ovary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzoicumAcidum,,,,coldSweat,,throbTempArteryCausePuffAroundEars,,,,incilationFallSideways,,arteryEarTongueMouthGumskin,,,,puffAroundEarconstrictMouthRefCaps,prickConstrictMouthbluishGumBleed,,,,,,,,,noise Swalloing,,wens,,ulcer,,,,,,,,,,,Lachesis,,,,,,,,pain in neck worse cervical region,,,,,neurolgia coccyx worse rising from sitting,,,,,,,must sit perfectly still not movement,,,,,,,,,,,,Lachesis,,,,,,,,pain in neck worse cervical region,,,,,neurolgia coccyx worse rising from sitting,,,,,,,must sit perfectly still not movement,,,,,,,,,,,,CimicifugaRacemosa,,"pain ovarian area region, pain shoot upward, down anterior thighs",,"infra mammary pains,worse left side",,"menses irregular profuse dark clotted or coagulated,offensive,",,,,,"menses with  backache,nervousness",,,,"ovarian neurolgia,facial blemishes in young women",,,,,,,,,,,,,,,,,,,,"pain across pelvis,from hip to hip",,,,,,,,,,,,Pain immediately before menses,"after pains,great sensitiveness and intolerence pain"
BerberisAquifolium,billiousHeadache,,,,,,,,,,,ear scalp,,,,sensationBandJustAboveEars,scalahead,,,,,,,,,bandJustAboeEars,,scalyEczemaScaldHead,,,,,,,,,,,,,Lachnantes,,,,,,,,drawn to one side in sore throat,,chilliness between shoulder blades pain stiffness back,,,,,,,,,stiffness neck,,,,,,rheumatism neck,,,pain nape as if dislocated,,,,Lachnantes,,,,,,,,drawn to one side in sore throat,,chilliness between shoulder blades pain stiffness back,,,,,,,,,stiffness neck,,,,,,rheumatism neck,,,pain nape as if dislocated,,,,Cina,uterine bleed or haemorrhage before puberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BerberisVulgaris,,chillBackToOcciput,,frontalHeadache,,,,,,withAttacksFainting,,earScalpFHocc,,,,tearingPainAuricleAndGoutyConcretion,,,,,,,,listlessApathaticIndiffirent,,tightCapPressWholeScalp,,sensationTightPressWholeScalp,,,,,,,,,,,,,Lobelea Inflata,,,,,,,,,,,,pain sacrum can bear slightest touch,,,,,,,,sits leaning forward,,,,,,,,,,,,Lobelea Inflata,,,,,,,,,,,,pain sacrum can bear slightest touch,,,,,,,,sits leaning forward,,,,,,,,,,,,Cinchona Officinnalis,,,,,,"menses too early,profuse menses with pain",bloody leucorrhoea,,seems take place usual menstrual discharge,,,,,,,,,,desire too strong,,,,,,,,,,,dark clots and abdominal distention,,,,,painfull heaviness in pelvis,,,,,,,,,,,,,
Betonica,,,InabilityConcentrateMind,,,stitchRtTemple,,,,,,,,,,,,,,,,,,inabilityConcentrateMind,,,,,,,,,,,,,,,,,Lycopodium,pain in back,,,,,,,,,burning between scapula as of hot coals,,,,,,,,,,,,,,,,,,,,,,Lycopodium,pain in back,,,,,,,,,burning between scapula as of hot coals,,,,,,,,,,,,,,,,,,,,,,Cinnabaris Mercurius Sulphuratus Ruber,,,,,feeling pressure in vagina,,leucorrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismuth,HeadacheAlternatrGastrologia,pressureWorseMotionHeavy,,,,,,,betterColdAternateGastric,,,headaGastricEyeOccFaceTeeth,,,neurolicInvolveFaceTeethEatWorse,,headacheAlternateWithGastrolgia,nerolgiaInvolvefaceTeethasifTornPincers,,cuttingPressureAboveRtOrbitEXTtoOcciput,,,,,,,,,,,,,,,,,,,,,Magnesia Sulphurica,violent pain small back asif bruised as before menses,,,,,,,,,bruise between shoulders feel lump as larg as fist can not lie back,,,,,,,,better rubbing,bruised ulcerative pain,,,,,,,,,,,,,Magnesia Sulphurica,violent pain small back asif bruised as before menses,,,,,,,,,bruise between shoulders feel lump as larg as fist can not lie back,,,,,,,,better rubbing,bruised ulcerative pain,,,,,,,,,,,,,Cinnamonum,uterine bleed or haemorrhage caused by over lifting,,,,,"menses early,profuse,prolong bright red",,,,,,fingers swelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bearing down sensation,,,,"uterine bleed during puerperal state, menorrhagia",,,
BoletusLaricus,,,,feelLightYellowDeepFrontalHeadache,,,,,,,constantaNausea,,,,,,,CoatTongueTeethIndented,,,,,,,,,,,,thickYellowCoatingteethIndented,,,,,,,,,,,Mercurius,bruised pain small back esp when sitting,,,,,,,,,,,,tearing pain in coccyx better pressing on abdomen,,,,,,,,,,,,,,,,,,,Mercurius,bruised pain small back esp when sitting,,,,,,,,,,,,tearing pain in coccyx better pressing on abdomen,,,,,,,,,,,,,,,,,,,CistusCanadensis,,,,induration and inflamation mammae or breast,,,bad smelling leucorrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensitive to cold air,,,,,,,
Borax,,,,,,,,,,,AcheNauseaTremleWholeBody,,,,,,tiphairTangleCannotSeparateasPlicapolonicavincaMin,,,,,,,,,,,hairTipTangledTipsCanNotBeSeparate,,,,,,,,,,,,,Morphinum,,pain along spine  ,,,,,,,,,aching across lumbo sacrum region ,,,,,,,,,,,,,,,can not walk erect,,,weakness loins,,,Morphinum,,pain along spine  ,,,,,,,,,aching across lumbo sacrum region ,,,,,,,,,,,,,,,can not walk erect,,,weakness loins,,,Cocculus,painfull pressing in uterine region followed by haemorrhoids,,,,,"too early menses,clotted with spasmodic colic",purulent or pus gushing leucorrhoea between menses,,,,so weak scarcely speak,,,,weak during menses scarcely or unable to stand,,,,,,,,,,,,,,,,dysmenorrhoea with profuse dark menses,,,,,,,,,,,,,,,,,
Bovista,distensiveWorseEarlyMorning,asifheadWereEnlargeEspOcciput,DullBruisedPain,,,,,,worseEarlyMorningOpenAirLying,,,scalpBrainOCCnerveSysNose,,dischargeStringyToughMucus,,,StammeringStramMerc,,,,,,,OcciputEnlargeSensation,,OcciputEnlargeSensation,,itchWorsWarmSensitveScratchUntiillSore,,,,,,,,,,,,,Natrum Suphuricum,,spinal meningitis,,,,,,violent pain back of neck and base brain,,piercing pain between scapula,,,,,,,,,itching when undressing,,,,,,opisthotonos,,,,,,,Natrum Suphuricum,,spinal meningitis,,,,,,violent pain back of neck and base brain,,piercing pain between scapula,,,,,,,,,itching when undressing,,,,,,opisthotonos,,,,,,,Coccus Cacti,,,,,labia inflamed,"menses too early,profuse,black thick,dark clots with dysuria",,,"intermittent menstruation,flow only evening and night",,,,,,large clots escape when passing urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromium,MegrimLeftSideStoopDrinkMilk,,,,,,,,worseStoopMilkSunheatRapidWalk,DizzyCrossStreemWater,,eye,,,,,,,,SharpPainThroughEye,,,,,,,,,,,,,,,,,,,,,Nux Vomica,,burning spine worse 3 to 4 a m,,,,,,cervico brachial neurolgia worse touch,,bruised pain below scapulae sitting painful,backache lumbar region,,,,,,,,,must sit up to turn in bed,,,,,,,,,,,,Nux Vomica,,burning spine worse 3 to 4 a m,,,,,,cervico brachial neurolgia worse touch,,bruised pain below scapulae sitting painful,backache lumbar region,,,,,,,,,must sit up to turn in bed,,,,,,,,,,,,CoffeaCruda,,,,,"hypersensitive vulva and vagina, voluptuous itching","menses too early,long lasting",,,,,,,,,,,,,,,,,,,,,,,,,dysmenorrhoea large clots of black or dark blood,,,,,,,,,,,,,,,,,
Bryonia,SpiltBurstPressoutHammerWithin,headacheSeatedOcciput,,frontHeadacheInvolveFrontSinusus,,,,,worseMotionOnRise,nauseaFaintConfusionOnRise,nauseaFaintConfuseOnRise,eyeZygomaFHocciput,,,DrawingBonesTowardZygoma,,,,,worseOpeneyeMotionEYEball,,,,,,,,,,,,,,,,,,,,,Onosmodium,,,,,,,,,pain dorsal and lumbar region,,,,,,,,,,,,,,numbness tingling in feet legs,,,,,,,,,Onosmodium,,,,,,,,,pain dorsal and lumbar region,,,,,,,,,,,,,,numbness tingling in feet legs,,,,,,,,,Colchicum,,,,,sensation swelling  in vulva and clitoris,cold feeling  in thigh after menses,,,,,,,,,pruritis or itching genitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bufo,,,numb,painBetterNosebleedFaceflush,,,,senseHotVaporRoseTopHead,,,,vertexFH nose,,epstaxisflushedFacePainFH,bathedSweat,,,,,,,,,,,asifHotVaporTopHead,,,,,,,,,,,,,,,Opium,,,,,,,,swollen veins neck,,,,,,,,,,,numbness jerks asif felxors were over acting,convulsion worse from glare of light,,,twitching coldness limbs,,,,,,,,,Opium,,,,,,,,swollen veins neck,,,,,,,,,,,numbness jerks asif felxors were over acting,convulsion worse from glare of light,,,twitching coldness limbs,,,,,,,,,CollinsoniaCanadensis,"prolapse uterus womb,swelling dark redness genitals",,,,sensation  swelling labia and clitoris,cold feeling thighs after menstruation,,,,,,,,,membranous dysmenorrhoea with constipation,,,,,pruritis vulva,,,,,,,,,,,dysmenorrhoea pain worse on sitting,,,,,,,,,,,,,,,,,
ButyricAcid,dullHeavyAcheHead,,headacheApprehensiveTrifles,,,,,,worseUpstairRapidMotion,,,,,,,,worriesTriflesSuicideImpulseFearNervous,,,,,,,suicideImpulseFearNervousWorryTrifles,,,,,,,,,,,,,,,,,Paraffine,,pain spine extend  to inguinal and both loins ascending stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraffine,,pain spine extend  to inguinal and both loins ascending stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colocynthis,,round small cystic tumors in ovary or in broad ligaments,,,,,,,,,must draw up doudble with restlessness,,,,boring pain in ovary,,,,,,,,,,,,,,,wants abdomen supported by pressure,,,,,,,,,,,"bearing down cramps, cause her to bend double, Opium",,,,,,,
CactusGrandiflorus,congestPeriodicApoplexy,,,,,,,senseAsifWeightVertex,painRetunSameHour,,,vertexRtsideBvesselEyeEarFace,,,RtProspolgiaReturnSameHOURdailyCEDRON,pulsateEar,headacheIFpassDinnerHourBvesselDistend,,,DimSight,,,,,,asifWeightVertexRtSidePulsatePain,,,,,,,,,,,,,,,ParisQuadrifolia,,,,,,,,sense weight weariness nape neck across shoulders,,,,,neurolgia coccyx pulsating sticking when sitting,,,,,,,,,,,,,,,,,,,ParisQuadrifolia,,,,,,,,sense weight weariness nape neck across shoulders,,,,,neurolgia coccyx pulsating sticking when sitting,,,,,,,,,,,,,,,,,,,Conium,,"ovaritis, ovary enlarged,indurated,lancinating pain",induration of OS cervix,"breast mammae lax and shrunken,hard painfull to touch",itching around pudenda,"brests enlarge painfull, before and during menses",leucorrhoea after urination,,,,unready conception,,,,"stitch in nipples,wants to press hard with hand",,,ill effects of repressed sexual desire or suppressed menses or from excessive indulgence,,Rashes before menses,,,,,,,,,,,dysmenorrhoea wit drawing down thighs,,,,,,,,,,,,,,,,,
CadmiumSulph,hemicraniaHeathead,,unconcious,,,,,,,roomBedSpinAroundVertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petroleum,weakness small back,,,,,,,pain nape neck stiff painfull,,,,,coccyx painful,,,,,,,,,,,,,,,,,,,Petroleum,weakness small back,,,,,,,pain nape neck stiff painfull,,,,,coccyx painful,,,,,,,,,,,,,,,,,,,ConvallariaMajalis,great soreness uterus area region with sympathatic palipitation,,,,itching at urinary meatus and vaginal orifice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pain in sacro iliac joints running down leg,,,,,,,,,sensation asif heart ceased beating then starting very suddenly,,,,
Cajaputum,,,,,,,,,,,,,,,,,asifHeCouldnotGetTogetherHimselfBAPTISIA,,,,,,,feelMuchEnlarge,,,,,,,,,,,,,,,,,Phosphoricum Acidum,pain back and limbs asif beaten,,,,,,,,,boring pain between scapulae,,,,,,,,,,,,,,,,,,,,,,Phosphoricum Acidum,pain back and limbs asif beaten,,,,,,,,,boring pain between scapulae,,,,,,,,,,,,,,,,,,,,,,Copaiva,,,,,itching vulva and anus with bloody purulent discharge,"profuse strong smelling menstrual discharges,",,,,,menstrual discharge with pain radiate to hip bones with nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaladiumSeguinum,headacheWithPainShoulder,,headacheAndMentalStatesSmokers,,,,,,,,,headFHshoulderMindSmokers,,,,extreemlySensitiveNoiseThrobbEar,veryForgetNotKnowAbouOccurenceThings,,,pressureEyesForeheadSensitiveNoiseThrobbEar,,,,,,,,,,,,,,,,,,,,,Phosphorus,burning back pain asif broken,weak spine,,,,,,,,heat between shoulder blades,,,,,,,,,,,,,,,,,,,,,,Phosphorus,burning back pain asif broken,weak spine,,,,,,,,heat between shoulder blades,,,,,,,,,,,,,,,,,,,,,,Cotyledon,,,,pain under left nipple and ache right breast,,,,,,,"pain through to scapula from region of left breast,",,,,pain at angles of scapula,,,,,,,,,,,,,,,,,,,,,,,,,,choking fullness in throat,,,"full bursting feeling, asif from obstruction at heart,breathing oppressed",,,,
CalcareaAcetic,WithColdnessSourTaste,,,,,,,,,inOpenair,,tasteSenses,,,,,,,,,,,,sensesObscureWhileReading,,sensesObscureWhileReading,,,,,,,,,,,,,,,Phytolacca,back stiff esp morning on rising durin damp weather,,,,weakness and dull pain in region kidneys,,,,,,aching pain lumbar region,pain streaking up down spine into sacrum,,,,,,,,,,,,,,,,,,,,Phytolacca,back stiff esp morning on rising durin damp weather,,,,weakness and dull pain in region kidneys,,,,,,aching pain lumbar region,pain streaking up down spine into sacrum,,,,,,,,,,,,,,,,,,,,Crocus Sativa,uterus bleed haemorrhage clots with long strings,,,jerking pain in interior or inside left breast,urging blood to genitals,"menses dark,viscid,too frequent copious black or dark and slimy",,,,,,,,,bounding feeling asif something alive in right breast,,,,,,urging blood to genitals,,"treatened abortion esp when haemorrhage or bleed  is dark,stringy",,,,,uterine bleeding haemorrhage worse least movement,,,,,,,,,,,,,left breast pain asif drawn towards back by means of thread,,,,,,,
CalcareaArsenica,WeeklyHeadacheBenumbheadache,,,,,,,,betterLyePainfullSide,violentRushBloodToHeadWithVertigo,,,,,,BenumbHeadacheMostAroundEars,,,,,,,,,,BenumbHeadacheMostlyAroundEar,,,,,,,,,,,,,,,Plumbum Metallicum,,spinal cord sclerosed,,,,,,,,,,,,,,,,,,,,,parlysis lower extermities,,,,,lightning like pains temporarily better pressure,,,,Plumbum Metallicum,,spinal cord sclerosed,,,,,,,,,,,,,,,,,,,,,parlysis lower extermities,,,,,lightning like pains temporarily better pressure,,,,Crotalus horridus,uterus bleeding haemorrhage with faint at stomach,,,,,prolonged or continued menses,,,,,sensation as though uterus drop out,can not keep still legs,,phlegmasia alb dolens,painfull drawing in uterus ligaments,,,,,,,,,,,,,,,,dysmenorrhea pain extend to thighs  with aching in area region heart,,,,,,,,,,,"puerperal fever,offensive lochia",,,,,,
CalcareaCarbonica,overLiftingMentlExertWithNausea,,,,,,,senseWeightTop,,OnAscendTurnHead,,,,,headFeeHotHeavyWithPaleFace,,headacheColdHandFeetIcyColdAndHandEspRtSide,,,,,,,,,openFontanellasHeadEnlargeMuchSweatPillow,,itchScratchHeadWake,,,,,,,,,,,,,Pulex Irritans,,,,,,,,,,aches weak drawing muscles below scapulae,,,,,,,,,,,,,,,,,,,,,,Pulex Irritans,,,,,,,,,,aches weak drawing muscles below scapulae,,,,,,,,,,,,,,,,,,,,,,cuprum metallicum,,,,,,menses too late protracted,,,,,,,,,"cramps extend to chest before,durin,after suppression menses",,,menses also suppressed from foot sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ebbulition of blood,paipitation chlorosis,after pains",
CalcareaFlorica,CracklingNoiseHead,,,,,,,,,,,HeadScalpBloodTumor,,,,,bloodtumorNewinfantUlcerScalpCallousHardEdge,,,,,,,,,,,callusHardEdgeUlcerHardExcre,,,,,,,,,,,,,Pulsatilla,,,,,,,,shooting pain in nape back between shoulders ,,pain in sacurum ,,,,,,,worse after sitting,,,,,,,,,,,,,,,Pulsatilla,,,,,,,,shooting pain in nape back between shoulders ,,pain in sacurum ,,,,,,,worse after sitting,,,,,,,,,,,,,,,Curare Woorari,,,,,,menses too early,leucorrhoea thick purulent offensive,,,,during menses colic headache kidney pain,,,,,,,,,,,,,,,,,,,,"dysmenorrhoea,during menses colic",,,,,,,,,,,,,,,,,
CalcareaIodata,RidingAgainstColdWind,,,,,,,,,,,noseEarPolyp,,CatarrahWorseRootSneezPolypNoseEar,,Polyp NoseAndEar,,,,,,,,,,,,,,,,,,,,,,,,,radium,,pain and lameness cervicle vertebrae worse dropping head forward better standing sit erect,,,,,,aching back of neck,,,lumbar and sacral backache pain appears in bone continued motion relives better,,,,,,,,,,,,,backache between shoulders and lumbo sacral region better after walking ,,,,,,,,radium,,pain and lameness cervicle vertebrae worse dropping head forward better standing sit erect,,,,,,aching back of neck,,,lumbar and sacral backache pain appears in bone continued motion relives better,,,,,,,,,,,,,backache between shoulders and lumbo sacral region better after walking ,,,,,,,,Cyclamen,,,,after menses swelling breast with milky secration,,"menses profuse black or dark, membranous",,,flow less when moving about,,,,,,"menses irregularities with megrim or migraine and blindness, fiery spots before eyes",,"post partum bleeding haemorrhage with colic,bearing down with relief after gush of blood",,,,,,,hiccough during pregnancy,,,,,,,,,,,,,,,,,,,,,,,,
CalcareaPhosphorica,WithAbdominalFlatulence,,,,,,,,changWeather,,,AbdoFlatulenceSutureRegionPuberty,,,,defectiveHearing,nearSuturePubertyFontanelOpenCranialBoneSoft,,,,,,,,,,,headhotRootHairSmart,,,,,,,,,,,,,Rhus Toxicodendron,pain and stiffness small back better motion or lying something hard worse while sitting,,,,,,,stifness nape of neck,,pain between shoulders on swalloing,,,,,,,,,,,,,,,,,,,,,,Rhus Toxicodendron,pain and stiffness small back better motion or lying something hard worse while sitting,,,,,,,stifness nape of neck,,pain between shoulders on swalloing,,,,,,,,,,,,,,,,,,,,,,Digitalis,uterus bleeding haemorrhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,labor like pain abdomen and back before menses,,,,,,,,,,,,,,,,,,
CalcareaSilicata,,,,,,,,,,headcoldEspVertex,,,,catarrahPostNaresThickYellowHardCrustDischarge,,,,,,CornealExudate,,,,,,,,,,,,,,,,,,,,,Ruta Graveolens,backache better pressure lying on back,,,,,,,pain nape back loins,,,lumbago lumbar pain worse morning before rising,,,,,,,,,,,,,,,,,,,,,Ruta Graveolens,backache better pressure lying on back,,,,,,,pain nape back loins,,,lumbago lumbar pain worse morning before rising,,,,,,,,,,,,,,,,,,,,,DiascoreaVillosa,"uterus colic,pain extend or radiate from uterus",,,,,,,,,,vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalcareaSulphurica,,,,,,,,,,,,,,,,,ScaldHeadChildrenPurulentDischargeYellowCrust,,,,,,,,,,,,,,,,,,,,,,,,Sabina,paralytic pain small back,,,,,,,,,,,pain between sacrum and pubis from one bon to another,,,,,,,,,,,,,,,,,,,,Sabina,paralytic pain small back,,,,,,,,,,,pain between sacrum and pubis from one bon to another,,,,,,,,,,,,,,,,,,,,Dulcamara,,,,breast mammae engorged or swollen,,,,,,,"sore,delicate, sensitive to cold",,,,,,,suppression menses from cold or dampness,,rash appears on skin before menses appears or sexual excitement,,,,,,,,,,,dysmenorrhoea with blotches or irregular spots all over,,,,,,,,,,,,,,,,,
CalundulaOfficinalis,exteemNrvousTearing,,nervousFrightenedWeightOnBrain,,,,,,,,,brainGlandRtSideNeckNervous,,,,,subMaxilaryGlandSwellRtSideNeckPainTouch,,,,,,,,,,,,,,,,,,,,,,,,Salix Nigra,,,,,,,,,,,pain across sacrum and lumbar region,,,,,,,,,,,,,,,unable can not walk or step out quickly,,,,,,Salix Nigra,,,,,,,,,,,pain across sacrum and lumbar region,,,,,,,,,,,,,,,unable can not walk or step out quickly,,,,,,EchinaceaRudbeckia,,,,,,,leucorrhoea offensive excoriating,,,,,,,,,,,discharge suppressed,,,,,,,,,,,,abdomen sensitive and tympanitic or distention,,,,,,,,,,puerperal scepticaemia,,,,,,,,
Camphora,,ThrobbSynchronusWithPulse,bBeatingPainInCerebellum,,,fleetStitchTempRegOrbit,,,,tendeUnconciousFeelasifHeWouldDie,,vertigoNoseTongueOccPulse,,coldPinchSeezInflue,,,coldSweat,,,fleetStitchTempRegionOrbits,,,,,,,,,,coldFlabbyTrembling,,,,,,,,,,,Sanicula,,,,,,,,,,,,dislocated feeling sacrum better lying right side,,,,,,,,,,,,,,,,,,,,Sanicula,,,,,,,,,,,,dislocated feeling sacrum better lying right side,,,,,,,,,,,,,,,,,,,,Elaps Corallinus,,,,,itching vulva and vagina,discharge black or dark blood between menses,,,,,,,,,,,,,,,,,,,,,,,,,dysmenorrhoea with black or dark blood,,,,,,,,,,,,,,,,,
canchalagua,congested,,,,,,,,,,,,,,,buzzing,,,,burning,,,,,,headFeelasifBound,,feeltight,,,,,,,,,,,,,Sarracenia Purpurea,,,,,,,,,,,pain shooting in zig zag course from lumbar region to middle scapula,,,,,,,,,,,,,,,,,,,,,Sarracenia Purpurea,,,,,,,,,,,pain shooting in zig zag course from lumbar region to middle scapula,,,,,,,,,,,,,,,,,,,,,ErrigeronLeptilonCanadense,,,,,,lochia comes gushes  between menses,leucorrhoea with urinary irritation,,,,nose bleed instead of menses,,,,bleeding piles haemorrhoid,,,,,,,,,"pregnant women  with weak uterus,blood discharge on least or slight exertion",,,,,,,,,"metrorrhagia with violent irritation rectum,bladder, prolapse uterus",,,,,bloody lochia returns after least motion or movement ,,,,,,,,menorrhagia ,,
CannabisIndica,uremicFlatulenceMigrain,ThrobbWeight,shockThroBrainAloeCoca,,,,,,,,,,ShakeHeadMigraineExciteLoqacity,,,,feelAsifTopHeadOpeningShutasifcalvariumBeingLifted,,,,,,,,,,,,,,,,,,,,,,,,Secale Cornutum,,spinal irritation,,myelitis,,,,,,,,,,,,,,,formication and numbness,,,,tingling lower extermities can bear only slightest covering,,,loco motor ataxia,,,,,,Secale Cornutum,,spinal irritation,,myelitis,,,,,,,,,,,,,,,formication and numbness,,,,tingling lower extermities can bear only slightest covering,,,loco motor ataxia,,,,,,EucalyptusGlobulus,,,,,,,leucorrhoea acrid fetid or offensive bad smell,,,,,,,,,,,,,,,,,,,,ulcer around orifice of urethra,,,,,,,,,,,,,,,,,,,,,
CannabisSativa,,,lectophobia,,,,,,,SensationDroppingWaterOnHead,,,,pressureRootOfNose,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia,weakness small back,,,,,,,,,,,,,,,,,,,,,,,coldness between shoulders,,,,pains extend into back,,,,Sepia,weakness small back,,,,,,,,,,,,,,,,,,,,,,,coldness between shoulders,,,,pains extend into back,,,,Euphrasia,,,,,,menses painful late short scanty,,,flow lasts only an hour or day,,,,,,,,,,,,,,,,amenorrhoea with optholmia or with eye problem,,,,,,,,,,,,,,,,,,,,,,,
Cantharis,,,BurnSensationAsifBoilingWaterInBrain,,,,,,,vertigoWorseInOpenAir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicea,very susceptible to draughts on back,spinal irritation after injuries to spine,,,,,,,,,,,pain in cocyx,,,disease on bones spine,,,weak spine very susceptable to draughts on back,,,,,,potts disease,,,,,,,Silicea,very susceptible to draughts on back,spinal irritation after injuries to spine,,,,,,,,,,,pain in cocyx,,,disease on bones spine,,,weak spine very susceptable to draughts on back,,,,,,potts disease,,,,,,,Eupion,uterus flexions,burning right ovary,,,sore pain between labia during urination,mense too early and copious or profuse,leucorrhoea gushing,,,,after menses yellow leucorrhoea with sever backache,,"when pain in back ceases or stops, the discharges gushes out",,chronic tubal disease,,,,"during menses irritable and disinclined to talk,burning stitch in chest and heart","itching or pruritis pudenda, labia swollen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capsicum,BurstingWorseCough,,,,,,,,,,,,,,facehotRedCheekFaceRedThoughColdAsafaetida,,,,,,,,,,,,,,,,,,,,,,,,,,Sinapis Nigra,,,,,,,,,,,rheumatic pain in intercostal and lumbar muscles,,,,,,,,,,,,,,,,,sleeplessness from pain in back and hips,,,,Sinapis Nigra,,,,,,,,,,,rheumatic pain in intercostal and lumbar muscles,,,,,,,,,,,,,,,,,sleeplessness from pain in back and hips,,,,Fagopyrum,,burning in right ovary,,,,,pruritis vulva with yellow  leucorrhoea worse rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarboAnimalis,,,,,,,,,,vertigoFollowNosebleed,,noseCheekHearingEyeRushBloodLip,,swollenTipBlueSmallTumorOnit,bluishCheekLips,hearingConfusedCannotTellDirectionOfSound,asifHeadBlownToPieces,,,asifSomethinglayAboveEyesSocouldnotLookup,,,,RushBloodWithConfusion,,,,,,,,,,,,,,,,,Solidago Virga,,,,,backache of congested kidney,,,,,,,,,,,,,,,,,,,,,,,,,,,Solidago Virga,,,,,backache of congested kidney,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrum iodatum,retroversion and prolapse uterus,,,,"on sitting, feel asif something pressed upward in vagina",,leucorrhoea like boilled starch,,,,,,,,,,,menses suppressed or  scanty,,"itching and soreness, vulva and vagina",,,,,,,,,,,,,,,,,,,,,much bearing down,,,,,,,
