Oxalicum Acidum,,,,drawing and lancinating pain shooting down extremities,,"myelities, muscular prostration",,,,,pain start from spine and extend through extremities,,,,,,,,,wrist painfull as if sprained,,,,,,"backache; numb, weak","lower extremities blue, cold, insensible",,,,,,,,,,,,,,,multiple cerebral and posterior spinal sclerosis,,sensation of numbness,,,"lancinating pain in various parts; jerking, pain",,,,,,,,,,
Oxytropis,,,,,,,,,,,numb feeling about spine,,,,,,,,pain along ulnar nerve,,,,,,,,,,,,,patellar tendon reflex lost,,,,,,,,,,,,,,"staggering gait, loss of co-ordination","pains come and go quickly, but muscles remain sore and stiff",,,,,,,,,,
Paeonia,,,,,,,,,,,,,,,,,,,,"pain in wrist, fingers, knees and toes",,,,,,,,,,,,,weakness of legs,,,,,,,,,,,,,inhibiting walking,,,,,,,,,,,
Palladium,,,,,heavy and tired in limbs,,,,,sciatica,,pruritus,rheumatic pain in right shoulder ,,,,,,,,,,,,,tired feeling in small of back,,,,rheumatic pain in right hip,,,,,,,,,,,,,,,,,,,,"fleeting (short time), neuralgic pain in extremities",,,,,,,
Paraffine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wrenching pain in calves, extending to toes, in joints",,,feet swollen with tearing in ankles and soles,,,feeling of electric shocks in all joints,,,,,,,,,,,,,,,,,
Paris Quadrifolia,,,,,,,,,,,sense of weight and weariness in nape of neck and across shoulders,,,,,numbness of upper limbs,"arm become stiff, fingers clenched",,,,,,fingers often feel numb,,,neuralgia of coccyx; when sitting,,,,,,,,,,,,,,,,,,everything feels numb,,,,,,"neuralgia begins in intercostal region, extending into left arm",,,,,,,
Petroleum,,,,,,,,,,,,,,,,,,,,,,,"finger tips rough, cracked, fissured in every winter",,,,,,,,,scalding sensation in knee,,,,,,,,crackling in joints,,,,,,,chronic sprains,,,,,fetid sweat in axillae,,,,,
Phellandrium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tired feeling when walking,,,,,,,,,,,
Phosphoricum Acidum,,,,,,,,,,,,,,,,,,,,cramps in upper arms and wrists,,,itching between fingers or in folds joints,,,,,,,,,,,,,,,,,"weak, tearing pain in jointsm bones, and periosteum",,great debility,,,,stumbles easily and makes missteps,,,,,,,,"pain at night, as if bones were scraped",,,
Phosphorus,,,,,,,,,,,,,stitches in elbow and shoulder joints,,,,arms and hands become numb,,,,,can scarcely hold anything with hands,,,,,post-diptheritic paralysis; with formication of hands and feet,,,,,,tibia inflamed and becomes necrosed,,,,burning of feet,,,joints suddenly give way,,"weakness and trembling, from every exertion",,,,,,,,,,,,,ascending sensory and motor paralysis from ends of fingers and toes,,
Physalis-Solanum Vesicarium,,,,,still limbs; tonic cramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"when walking, every jar seems repeated in the head",,,,,,,,,paralysis,,
Physostigma,tetanic convulsions,,,crampy pain in limbs,sudden jerking of limbs on going to sleep,,,,,,,,,,,,,,,,,hands and feet numb,,,,,,,,,,pain in right popliteal space,,,,,,,,,,,,,,locomotor ataxia( inability control one's own body),,,,,,,,,numbness in paralyzed parts,,
Phytolacca,,,,,,,,,,,,,"shooting pain in right shoulder, with stiffness and inability to rise arm",,,,,,,,,,,,,,,,syphilitic sciatica,,pain in under side of things,,"pain in legs, patient dreads (fear) to get up",,pain in ankles and feet,aching of heels; relieved by elevating feet,feet puffed (swell up),neuralgia in toes,,,,,,,,,"pains fly like electric shocks, shooting, lancinating, shifting rapidly",,,,,,"rheumatic pains; worse, morning",,,,
Picricum Acidum,,,,,"tired, heavy feeling all over body, especially limbs; worse, exertion",,,,,,burning along spine,,,,,,,,,,,,,,,,,,,,,,,,,,"feet cold, cannot get warm",,,,,,,,,,,,,,,,,,acute ascending paralysis,,
Pinus Sylvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cramps in calves,,,,,,"stiffness; gouty pain in all joints, especially finger-joints",,,,,,,,,,,,,,,,,
Piper Methysticum,,,,,,,,,,,,,,,,,pain in right arm,,,,,hands feel paralyzed,pain in thumb-joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tightness of thighs, as if too tightly wrapped",,,,,,,,,,,,,numb and weary sensation,,,,,,,,,,,feels paralyzed,,
Podophyllum,,,,,,,,,,,,,"pain between shoulders, under right scapula, in loins and lumbar region",,,,,,,,,,,,,,,,,,pain in right inguinal region; shoots down inner thigh to knees,,,,,,,,,,,,,,,,,,,,,,,,paralytic weakness on left side,,
Primula Veris,,,,,"weight and lassitude in limbs, especially in shoulders",,,,,,,,right axillary muscles painful,,,,,,,,,burning in hollow of right hand,,,,,,,,,,,,,,,,drawing pain in thumb and big toe,,,,,,,,,,,,,,,,,,,
Primula Obconica,,,,,,,,,,,,"eczema on arms, wrists, forearms, hands, papular and excoriated",rheumatic pain around shoulder,,,,,,,,palms hot and dry,,"eruption between fingers, blister on fingers",,,,,,,,,,,,,,,,,cracking over joints and fingers,,"purple blotches on back of hands, palmar surface stiff",,,,,,,,,,,,,,,
Propylamin Trimethylaminum,rheumatism  ,,,,,,,,,,,,,,,,,,,"pain in wrists and ankles; worse, slightest motion",,,needle held in fingers gets too heavy,,,,,,,,,,,,"pain in wrist and ankle, unable to stand",,,,,,,,,tingling and numbness of fingers,,,,,,,,,,,,,
Psorinum,,,,,,,,,,,,,,,,,,,,,,,eruption around finger-nails,,,,,,,,,,,,,,fetid foot-sweats,,,"weakness of joints, as if they would not hold together",,,,,,,,,,,,,,,,,
Pulsatilla,,,,,"pain in limbs, shifting rapidly",,,veins in forearm and hands swollen,,,,,,,,,,numbness around elbow,,,,,,,,,,,,hip-joint painful,"drawing, tensive pain thighs and legs, with restlessness, sleeplessness, and chilliness","knees swollen, with tearing, drawing pains",legs feel heavy and weary,,,boring pain in heels toward evening,"feet red, inflamed, swollen ",,,,,,,,,,"tensive pain, letting up with a snap",,suffering worse from letting affected limb hang down,,,,,,,,
Pyrogenium,,,,,aching all limbs and bones,,,throbbing in vessels (veins) of neck,,,,,,,,,,,,,,"numbness of arms, hands, and feet",,,,,,,,,,,,,,,,,,,,rapid decbitus of septic origin,,bed feels too hard,,,,soreness; better by motion,,,,,great debility in the morning,,,,
Quassia-Picraena Excelsa,,,,"cold extremities, with sensation of internal coldness",,,,,,,,,,,,,,,,,,,,,,sensation of coldness over back,,,,,,,,,,,,,,,,"prostration, with hunger",,inclination to yawn and stretch,,,,,,,,,,,,,
Radium,,,,,"sever pain all limbs, joints, especially in knee and ankles",,,,,,,,"sharp pain in shoulders, arms, hands, and fingers",,,,arms feel heavy,,,,,,dermatitis  of the fingers ,trophic changes in the finger nails,,,,,,muscles of hips and legs sore,,,"legs, arms, and neck feel hard brittle, as though they would break on moving",,,,,"pain in toes, calves, hip-joint, popliteal spaces",,crackling in shoulder,,,,,,,,,,,,,,"arthritis, aching pains, worse at night",,,
Ranunculus Sceleratus,,,,,,,,,,,,,,,,,,,,,,,gout in fingers and toes,,,,,,,,,,,,,,"corns, with burning and soreness, especially when feet hang down",sudden burning sticking in right toe,,,,,,,,,,,,,,,,,,,
Rhamnus Californica,,,,,,unable to control muscular action,,,,,,,,,,,,,,,,,,,,,,,,,,,legs sore,,,,,,,,,,,,,walk like a drunken man,,,,,,,,,,,
Rhododendron,,,,,"rheumatic tearing in all limbs, especially right side ",,"pain in bones in spots, reappear by change of weather",,,,stiff neck,,"pain in shoulders, arms, and wrists",,,,,,,,,,,,,,,,,,,,cannot sleep unless legs are crossed,,,,,gouty inflammation of great toe-joint,,joints swollen,,,,,,,,,"worse, at rest and in stormy weather",,,,,,,,
Rhus Toxicodendron,,,,,,,soreness of condyles of bones,,,,,cold fresh air is not tolerated; makes the skin painful,,,,,,,pain along ulnar nerve,,,,loss of power in forearm and fingers; and crawling sensation in the finger tips,,,,,,"sciatica; worse, cold, damp weather, at night",,,tenderness about knee-joint,,,,,tingling in feet,,,"hot painful, swelling of  joints","pain, tearing in tendons, ligaments, and fasciae","rheumatic pain spread over a large surface at nape of neck, loins,  extremities; better motion",,numbness and formication after over work and exposure,,,,,,,,,,,"limbs stiff and paralyzed, paralysis; trembling after exertion",,
Rhus Venenata,,,,,,,,,,,,,,,,,"paralytic drawing in right arm, especially wrist, and extending to fingers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruta Graveolens,,,,,thighs pain when stretching the limbs,,pain in bones of feet and ankles,,,,spine and limbs feel bruised,,,,,,,,,,,pain and siffness in wrist and hands,contraction of fingers,,,small of back and loins pain,,,"sciatica; worse, lying down night",hips and thighs so weak,pain from back down hips and thighs,,legs give out on rising from a chair,,,aching pain in tendo-Achilles,,,,,"hamstring feel shortened, tendons sore",,,,,,,,,ganglia,,,,,,,
Sabadilla,,,,,,,,,,,,cracking of skin under and beneath toes,,,,,,,,,,,,,,,,,,,,,,,,,,inflammation under toe-nail,,,,,,,,,,,,,,,,,,,
Sabina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bruised pain in anterior (front) of thighs,,,,,shooting in heels and metatarsal bones,,,,"arthritic pain in joints, gout; worse, in heated room",,"red, shiny swelling, gouty nodosities",,,,,,,,,,,,,,,
Salicylicum Acidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sciatica, burning pain; worse at night",,,knees swollen and painfull,,,,,copious foot sweat and ill effects where suppressed,,,"acute articular rheumatism; worse, touch and motion, profuse sweat",,,,,,,pain shifts,,,,,,,,,,
Sambucus Nigra,,,,,,,,,,,,,,,,,,,,,,hands turn blue,,,,,,,,,,,"oedematus swelling in legs, insteps, and feet",,,,feet icy cold,,,,,,,,,,,,,,,,,debilitating night-sweats,,,
Sanguinaria,,,,,,,,,,,,,"rheumatism of right shoulder, left hip-joint and nape of neck",,,,,,,,burning in soles and palms,,,,,,,,,,,,,,,,,toes and soles of feet burn,,,,rheumatic pain in places least covered flesh; not in joints,,,,,,right-sided neuritis; better touching the parts,,,,,,,,,
Sanicula,,,,"cold, clamy sweat of extremities ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,offensive foot-sweat,,burning of soles of feet,,,,,,,,,,,,,,,,,,
Sarcolactic Acid,,,,,,,,,,,,,,,,,arms feel as if no strength in them ,,,wrist tires easily from writing,,,,,,tired feeling in back and neck and shoulders,,,,,stiffness of thighs and calves,,,cramp in the calves,,,,,,,,,,extreme weakness from climbing stairs,,,,,,,,,,,paralytic weakness,,
Sarracenia pupurea,,,,,limbs weak ,,,,,,,,weak between shoulders,,,,bones in arm pains,,,,,,,,,,,,,bruised pain in knee and hip-joints,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarsaparilla,rheumatic pain after gonorrhoea,,,,,,"rheumatism; bone pains, worse at night",,,,,tetter on hands; ulceration around ends of fingers ,,,,,,,,,,trembling of hands and feet,burning on sides of finger and toes,"onychia, ulceration around ends of fingers, cutting sensation under nails",,,,,,,,,,,,,,deep rhagdes on finger and toes,,,,,,,,,,,,,,,,,,,
Scutellaria Lateriflora,,,,,,"twitching of muscles; must be moving, chorea",,,,,,,,,,sharp stinging pains in upper extremities,,,,,,,,,,,,,,,,,,,,,,,,,,weakness and aching ,,tremors,,,,,,,,,,nightly restlessness,,,
Secale Cornutum,,,,icy coldness of extremities,,violent cramps,,,,,,,,,,,,,,,,,"violent pain in fingertips, and tingling in toes",,,,,,,,,,,,,,"fingers and feet bluish, shriveled, spread apart or bent backwards, numb",,,,,"cold, dry hands and feet of excessive smokers with feeling of fuzziness in fingers",,,,"trembling, staggering gait, formation, pain and spasmodic movements",,,,,,,,,,,
Selenium,,,,,,,,,,,,,,,,,,,,,,"tearing pain in hands, at night",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paralytic pain at small of back in the morning,,
Sepia,,,,,restlessness in all limbs,,,,,,,,,,,,,,,,,,,,,,"lower extremities lame and stiff, tension as if too short",,,,,,coldness of legs and feet,,,pain in heel,,,,,,,,heaviness and bruised feeling,,,,,,,,,,twitching and jerking night and day,,,
Silicea,,,,,,,,,,,,,,,,,,,paralytic weakness of forearm,,,tremulus hands when using them,,"affections of finger nails, especially if white spots on nails",,,,,"sciatica, pains through hips, legs, and feet",,,"pain in knees, as if tightly bound",loss of power in legs,calves tense and contracted,,,"icy cold and sweaty feet, offensive sweat on feet","ingrowing toe-nails, pain beneath toes, suppurates",,,,the parts lain on go to sleep,,"sensation in tips of fingers as if suppurating, panaritium",,soreness of feet from instep through to the sole,,,,,,"offensive sweat, axillae, hand, and feet",,,,,
Solanum Lycoperscum,,,,,,sharp pain in right deltoid and pectorial muscles,,,,,,,,,,,pain deep in middle of right arm,"pain in right elbow and wrist, and hands of both sides",tingling along right ulnar nerve,,,,,,,"aching through back, dull pain in lumbar region",intense aching in lower limbs,,,,,,,,,,,,,,,,,,,,,,,right crural neuralgia,,,,,,,
Spiranthes,,,,,,,,swelling of veins of hands,,,,,pain in shoulders,,,,,,,,,pain in all articulation of hands,,,,,,,"sciatic pain, especially right side",,,,,,,,coldness of feet and toes,,,,,,,,,,,,,,,,,,,,
Squilla Maritima,,,,,,,,,,,,,,,,,,,,,,"icy cold hands and feet, with warmth of the rest of the body",,,,,,,,,,,,,,,feet get sore from standing ,,,,,,,,,,tender soft feet shop girls,,,,,,,,,,
Stannum,,,,,limbs suddenly give out when atempting to sit down,,,,,,,,,,,,,,spasmodic twitching muscles of forearm and hand,,,,fingers jerk when holding pen,,,,,,,,,,,,ankles swollen,,,,,,,,,,,"dizziness, and weakness when descending",,,,neuritis,,,,,"paralytic weakness; drops things, Typewriters' paralysis",,
Staphysagria,,,,extremities feel beaten and painful,,,,,,,,,,,,,,,,,,,,,,backache; worse in morning before rising,,,,dull aching of nates extending to hip-joint and small of back,,,,"muscles, especially of calves, feel bruised",,,,,,joints stiff,,,,,,,,,,crural neuralgia,,,,,,,
Stellaria Media,,,,,,,,,,,,,pain in shoulders and arms,,,,,,,,,,,,,"sharp pain in small of back, over kidneys, and in gluteal region, extending down thigh",,,,,,synovitis,,rheumatic pain in calves of legs,,,,,,,,,,bruised feeling,,,rheumatoid pain in different of parts the body,,,,,,,,,,
Sticta,rheumatic pains precede catarrhal symptoms,,,,,"joints and neighboring muscles red, swollen, and painful",,,,,,,"rheumatic pain right shoulder-joint, deltoid, and biceps",,,,,,,,,,,,,,,,,,,Housemaid's knee ,legs feel floating in air,,,,,,,"swelling, heat, redness of joints",,spot of inflammation and redness over affected joint,,shooting pain in knees,,chorea like spasms,pain severe and drawing,,,,,,,,,,
Stramonium,,,,convulsion of upper extremities and of isolated groups of muscles,,,,,,,,,,,,,,,,,,,,,,,,,,violent pain in left hip,,,,,,,,,,,"trembling, twitching of tendons, staggering gait",,,,,"chorea; spasm partial, constantly changing",,,,,,,,,,,
Strontia,rheumatism with diarrhoea,,,,,,gnawing as if in bone marrow,veins of hands engorged,,,,,rheumatic pain in right shoulder,,,,,,,,,,,,,,,,sciatica with oedema of ankle,,,,,cramps in calves and soles,"chronic spsms especially of ankle-joints, oedematous swelling ",,icy-cold feet,,,"rheumatic pain, especially in joints",,,,,,,,,,,,,,,,,
Strophanthus Hispidus,"swollen, dropsy, anasarca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strychninum,tetanic convulsions and opisthotonos,,,,limbs stiff,shocks in the muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rheumatism with stiff joints,,spasms provoked by slightest touch and attempt to move,,"violent jerking, twitching, and trembling",,,cramp-like pains,,,,,,,,,,
Sulfonal,,,,,,extreme restlessness; muscular twitchings,,,,,,,,,,,,,,,,,,,,,,,,,,knees-jerk disappear,,,,,,,,,,,,,anaesthesia (loss sensation) of legs,"ataxic movements, staggering gait; cold, weak, trembling; legs seems too heavy",,,,,,,,,stiffness and paralysis of both legs,,
Sulphur,,,,,,,,,,,,"rheumatic gout, with itching",rheumatic pain in left shoulder,,,,drawing and tearing in arms and hands,,,,,"trembling of hands; hot, sweaty hands",,,,,,,,,,stiffness of knees and ankles,,,,,,,burning in soles and hands at night,,,,,,,cannot walk erect; stoop-shouldered,,,,ganglion,,"sweat in armpits, smelling like garlic",,,,,
Sulphuricum Acidum,,,,,,,,,,,,,,,,,"cram-like paralytic contraction in arms, hands",,,,,,jerking of fingers while writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syphilinum,,,,,,"rheumatism, muscles are caked in hard knot or lumps",,,,,,indolent ulcers,"rheumatism of shoulder-joint, at insertion of deltoid, run-around",,,,,,,,,always washing the hands,,,,,,,sciatica; worse at night; better about day-break,,severe pain in long bones,,,,,,,redness and rawness between toes,,,,muscles contracted in hard knots,,,,,,,,,,,,,,,
Tabacum,,,,,limbs tremble,,,,,,,,,,,,feebleness of arms,,,,,,,,,,,,,,,,icy cold hands and legs,,,,,,,,,,,,,"gait shuffling, unsteady",,,,,,,,,paralysis follow appoplexy,,
Tarentula cubensis,,,,,,,,,,,,,,,,,,,,,,"hands tremble, turgid with blood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarentula Hispania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weakness of legs; choreic movements,,,,,,,extaordinary contractions and movements,,"yawning with uneasiness legs, must move them constantly",,"numbness of legs, twitching and jerking",,"multiple sclerosis, with trembling",,,,,,,,,,,
Taraxacum,,,,,limbs very restless and painful to touch,,,,,,,,,,,,,,,,,,,,,,,,,,,neuralgic pain in knee; better with pressure,,,,,,,,,,,,,,,,,,,,,,,,,
Teucrium Marum,,,,,,,,,,,,,,,,,tearing pain in arms and legs,,,,,,affection of finger-tips and toe joints,,,,,,,,,,,,,,,"pain in toe-nails, as if they had grown into flesh",,,,,,,,,,,,,,,,,,,
Thallium,,,,cyonosis of extremities,,chronic myelitis,,,,,,,,,,,,,,,,,"numbness in fingers and toes, wih extension up lower extremities, involving lower abdomen and perineum ",,,,paralysis of lower limbs,"formicatio,n beginning in fingers and extending through pelvis, perineum inner thighs to feet",,,,,,,,,,,,,,,,very tired,,,"trembling, lancinting pains, like electric shocks",,,,,,,,paralytic feeling,,
Thaspium Aureum-Zizia,,,,,,,,,,,,,,,,lamenessarms in arms and spasmodic twitching,,,,,,,,,,,,,,,,,fidgety legs,,,,,,,,,,,unusual tired feeling,,"chorea, especially during sleeping",,,,,,,,,,,
Thuja Occidentalis,,,,,,"muscular twitchings, weakness and trembling",,,,,,,,,,,,,,,,,"fingers tip swollen, red, feel dead",nails brittle,,,,,,,,,,,,pain in heels and tendo-Achilles,,ingrowing toe nails,,crackling in joints,,,,,,"when walking, limbs feel as if made of wood or glass, and would break easily",,,,,,,,,,,
Thyroidinum,rheumatic arthritis with tendency to obesity,,,coldness of extremities and cramps extremities,trembling of limbs and entire body,,,,,,,"peeling of skin of lower limbs, cold extermities",,,,,,,,,,,,,,,,,,,,,oedema of legs,,,,,,,,,,,,,,aching pains,,,,,,,,,,
Tongo-Diptrix Odorata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tearing pain in hip-joints, femur, and knee, especially left side",,,,,,,,,,,,,,,,,,,,,,,,,,,
Torula Cerevisiae,,,,,,,,,,,,,,,,,,,,,,hands cold like ice and go to sleep easily,,,,"backache, tired and weak from elbows and knees down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triosteum Perfoliatum,,,,,pain in limbs,,aching bones,,,,,,,,,,,,,,,,,,,rheumatic pain in back,,,,,,,,calves numb ,,,,,,stiffness of all joints,,,,,,,,,,,,,,,,,
Urtica Urens,,,,,,,,,,,,,,,,pain in acute gout deltoid,,,,pain in ankles and wrists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ustilago Maydis,,,,,,muscular debility,,,,,,,,,,,,,,,,,,,,sensation of boilling water along the back,"muscular contractions, especially of lower limbs",,,,,,,,,,,,,,,,,,,clonic and tetanic movements,,,,,,,,,,,
Valeriana,,,,,rheumatic pain in limbs,,,,,,,,,,,,,,,,,,,,,,,,sciatica; pain worse standing and resting on floor; better walking,,,,,,,pain in heels when sitting,,,,,,,,,,,,,,,,,,,,,
Variolinum,,,,,,,,,pain shift from back to abdomen,,,,,,,,,,,wrists pain,,,,,,excruciating backache,,,,,,,aching in legs ,,,,,,,,,,,tired all over with restlessness,,,,,,,,,,,,,
Veratrum Album,,,,,,,,,,,,,,,,,"arms feel swollen, cold, paralytic",,,,,,,,,,,,sciatica; pains like electric flashes,,,,,cramps in calves,,,,,,soreness and tenderness of joints,,,,,,,,,,neuralgia in brachial plexus,,,,,,,
Veratrum Viride,"acute rheumatism, fever",,,,violent electric-like shocks in limbs,convulsive twitching,,,,,,,aching pain in back of neck and shoulders,,,,,,,,,,,,,,,,,,,,,,,,,,,severe pain in joints and muscles,,,,,,,,,,,,,,,,,
Verbascum,,,,lower extremities feel heavy,,,,,,,,,,,,,,,,,,,thumb feels numb,,,,stiffness and soreness of joints of lower extremities,,,,,,,,,,,,"cramp-like pain in soles, right foot, and knee",,,,,,,,,,,neuralgic pain in left ankle,,,,,,,
Viburnum Opulus,,,,,,,,,,,"stiff, sore feeling in nape of neck",,,,,,,,,,,,,,,"feel as if back would break, sacral backache",lower extremities weak and heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viola Odorata,,,,,trembling of limbs,,,,,,,,,,,,rheumatism of the deltoid muscle,,,pressing pain in right carpal and metacarpal joints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vipera,,,,"patient is obliged to keep extremities elevated, when allowed to hang down, it seems as if they would burst, and the pain is unbearable",,,,"vericose veins and acute phlebitis, veins swollen, sensitive bursting pain",,,,,,,,,,,,,,,,,,,severe cramps in lower extremities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viscum Album,,,,dropsy of extremities,,"general tremor, as if all muscles are in state of fibrillary contraction",,,,,,itching all over,pains alternate in the knee and ankle with shoulder and elbow,,,,,,,,,,,,,,,"periodic pains from sacrum into pelvis, worse in bed, with pains into thighs and upper extremities",sciatica ,,"tearing, shooting pains in both thighs and upper extremities",,,,,,"a glow rises from feet to the head, seems to be on fire",,,,,,,sensation of a spider crawling over back of hand and foot,,,compressing pain in feet,,,,,,,,,,
Wyethia,,,,,,,,,,,,,,,,,pain right arm,,,stiffness of wrist and hand,,,,,,pain in back; extend to end of spine,,,,,,,,,,,,,,,,,,,,,aching pain all over,,,,,,,,,,
Xanthoxylum,,,,,"neuralgic shooting pain, as from electricity, all over limbs",,,,,,paralysis of left side following spinal disorders,,,,,,left arm numb,,,,,,,,,"pain in nape, extending down back",,,"sciatica; worse, hot weather",,,,,,,,,,,,,,,numbness of left side; impairment of nerves of motion,,,,,,"anterior, crural neuralogia",,,,,hemiplegia,,
Xerophyllum,,,,,limbs feel stiff,"muscular lameness, trembling",,,,,,,,,,,,,,,,,,,,,,,,,,pain in knees,,,,,,,,,,,,,,,,,,,,,,,,,
X-Ray,,,,,,,,,,,,,,,,,,,,,palms rough and scaly,,,,,,,,,,,,,,,,,,,,,,,generally tired and sick feeling,,,rheumatic pains,,,,,,,,,,
Zincum Metallicum,chillblains,,,,,"lameness, weakness, trembling and twitching of various muscles",,large vericose veins on legs,,,,,,,,"transverse pains, especially in upper extremities",,,,,,,,,,,,,,,,,,,,,feet in continued motion; cannot keep still,,"soles of feet sensitive, steps with entire soles of foot on floor",,,"convulsions, with pale face, sweaty",,,,,,,,,,,,,,,
Zincum Valerianum,,,,,,,,,,,severe pain in neck and spine,,,,,,,,,,,,,,,,,,sciatica neuralgia,,,,cannot sit still; must keep legs in constant motion,,,,,,,,,,,,,,,,,,,,,,,,
Zingiber,,,,,,,,,,,,,,,,,,,,,,,,,,back lame ,,,,,,,,,,,,,cramps in soles and palms,,,,,,,,,,,,,,,,,,
